title,categories,manufacturer,brand,category_code,brand01,title_clean,categories_clean,manufacturer_clean,brand_clean,category_code_clean,brand01_clean,max_match_score
"Samsung Galaxy S21 Ultra | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 108MP High Res | 128GB, Phantom Black (SM-G998UZKAXAA) (Renewed)","[""cell phones & accessories"",""cell phones""]",Samsung,SAMSUNG,,,samsung galaxy s21 ultra   factory unlocked android cell phone   us version 5g smartphone   pro grade camera  8k video  108mp high res   128gb  phantom black  sm g998uzkaxaa   renewed,cell phones   accessories cell phones,samsung,samsung,,,85.71428571428572
"SAMSUNG Full Motion Slim TV Wall Mount, Fits 55”- 65” TVs, Minimizes TV-to-Wall Gap, Adjustable Left and Right, Tilt and Swivel, VESA 200x200-300x200, Black (WMN-B05FB/ZA, 2022 Model)","[""electronics"",""television & video"",""accessories"",""tv mounts, stands & turntables"",""tv wall & ceiling mounts""]",Samsung,SAMSUNG,,,samsung full motion slim tv wall mount  fits 55  65  tvs  minimizes tv to wall gap  adjustable left and right  tilt and swivel  vesa 200x200 300x200  black  wmn b05fb za  2022 model,electronics television   video accessories tv mounts  stands   turntables tv wall   ceiling mounts,samsung,samsung,,,85.71428571428572
